city,state,country,product_type,event_id,recalling_firm,address_1,product_description,reason_for_recall 
Abbott Park,IL,United States,Food,89629,Abbott Laboratories,100 Abbott Park Rd Bldg Ap8b,"Abbott EleCare, EleCare LCP Hypoallergenic, Similac EleCare 400g. can. 6 cans per case.     Item numbers:  5351034  5351066  5351039  5351077    Retail UPCs:   17703186031461  9340104000706  17501033957748  070074119281",Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,Cashmere Care Charisma Vanilla 128oz Jar NO BARCODE,During an FDA investigation the firm was notified that the product contains undeclared milk.
Massillon,OH,United States,Food,89648,Shearer'S Snacks,100 Lincoln Way E,"Great Value Restaurant Style White Corn Tortilla Chips, Net St. 13 oz.   UPC 78742-11453.  Distributed By:  Walmart, Inc. Bentonville, AR  72716.",Chips may contain a foreign material (metal).
Monterey,CA,United States,Food,89284,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Dole 9.1oz Peppercorn Ranch Chopped Kit  Product UPC 071430000939,Potential Listeria monocytogenes
Portland,OR,United States,Food,89763,HumbleHungryHappy LLC,3271 Nw 29th Ave,"Marine Corps Mash, packaged meal, net wt. 9.8 oz and 13.8 oz.  Product is fully cooked, refrigerated, and to-be-reheated by consumers for immediate consumption.  Product is packaged in a rectangular flexible plastic clamshell covered with plastic film lid.    Product label is read in parts: ""***MARINE CORPS MASH*** Ingredients: Ground Bison*** Cheddar Cheese (Pasteurized Milk, Cheese Culture, Salt***), Worcestershire Sauce*** Contains: Fish, Milk***Made in a kitchen that uses eggs, fish, milk, peanut, shellfish, soy, tree nuts.  Produced at My Fit Foods 3271 NW 29th Ave. Portland, OR 97210***"".",Contains statement declares Fish but does not specify the name of fish.
Beaverton,OR,United States,Food,89287,Aroma Meats LLC,11300 NW Evergreen Suite B,Cilantro Sweet Pickles (Kollimini Sweet) is packaged in White plastic pouch. Net wt. 1/2 KG (500grams).  No UPC.  Labeled with Aroma Meats name but has no address.,Product was from unapproved source.
Streamwood,IL,United States,Food,89269,Fresh Express Inc (Div of Chiquita Brands),1109 E Lake St,"""Veggie Spring Mix"" (salad product) packed in 7oz. packages",potential to be contaminated with Listeria monocytogenes
Monterey,CA,United States,Food,89284,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Dole 11.5 oz Creamy Coleslaw Kit  Product UPC 071430017173,Potential Listeria monocytogenes
Newark,NJ,United States,Food,89630,Vadilal Industries USA Inc.,280 Wilson Ave Unit C,"Vadilal Quick Treat Custard Apple Pulp  Net Wt, 1kg/35.27-oz. Product code FPEP44302 UPC:8901777282168	 Best Before September 2023",Product may be contaminated with Salmonella
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,"Vital Force PUREISO 100% WHEY PROTEIN ISOLATE CREAMY PEANUT BUTTER VANILLA NET WEIGHT: 1122 (1122.0 (39.58 OZ) Ingredients: Whey Protein Isolate, Coconut***StevioBliss Manufactured For Vital Force Rx 1580 Montgomery Hwy #14 Hoover, AL 35216 UPC 8 60006 41005 6",During an FDA investigation the firm was notified that the product contains undeclared milk.
Roseburg,OR,United States,Food,89271,Local Fixe LLC,2141 Ne Airport Rd Ste 2,"Squid Ink- Fettucine is raw fresh pasta portioned into 4 ounce portions.  Each portion is rolled in a wax deli sheet and bulk packaged into a reusable plastic container with varying weight.  Each container will have 40-60 portions, net wt. 10-15 lbs (4.536-6.804 kg).   The label is read in parts: ""***Squid Ink- Fettucine ***Ingredients: Flour, Semolina flour, egg, Squid ink***www.localfixe.com***"".",Flour is declared but Wheat is not declared on label.
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,Revivify My Life Joint Renew Capsules 30ct UPC CODE,During an FDA investigation the firm was notified that the product contains undeclared shellfish.
Monterey,CA,United States,Food,89381,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Marketside 8oz  Shredded Lettuce   UPC: 6-81131-32896-8  SKU: 3129,Harvest equipment used in harvesting raw iceberg lettuce was tested by  Dole and found to contain Listeria monocytogenes.
Portland,OR,United States,Food,89806,Pacific Coast Fruit Company,201 Ne 2nd Ave Ste 100,"Kit Thai Noodle Salad FM; Net weight 6.75 lbs. UPC 0-20728-72698-0. Product is RTE, refrigerated, ready to mix by the retailer for sale at the retail store.  Product comes in a kit that contains Thai Noodle Salad Base (recalled by Fresh Creative Foods; RES 89741), brussels/carrot blend in a plastic bag, and broccoli florets in a plastic bag. The contents are packed in a cardboard box with a case label that reads in part, ""KIT THAI NOODLE SALAD FM***PACIFIC COAST FRUIT COMPANY***72698***2072872698***Components: 1 Thai Noodle base, 1 Brussels/Carrot blend, 1 Broccoli floret***KEEP REFRIGERATED Net Wt. 6.75 lbs BEST USED BY***"".",Thai Noodle Salad Kits is being recalled due to potential foreign material present in an ingredient.
Iron Ridge,WI,United States,Food,89683,"PS Seasoning & Spices, Inc.",216 W Pleasant St,"796-B Honey Sriracha  Snack Stick Seasoning    Net Wt 5.25 lbs. (2.38kg). Part #020001965.   Ingredients:  Sugar, Salt, Spice, Brown Sugar, Dried Honey, Hot Sauce Powder (aged Cayenne Red Peppers, Vinegar, Salt, Garlic), Garlic Powder, Sodium Diacetate, Sodium Erythorbate (0.238%), Natural Flavors.",Undeclared wheat.
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,Health Naturals/ Live Oak Nootropic Mind Capsules 90ct Bottle UPC CODE 7 48528 53969 4,During an FDA investigation the firm was notified that the product contains undeclared milk.
Monterey,CA,United States,Food,89284,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Marketside 6oz Baby Greens  Product UPC 681131355025,Potential Listeria monocytogenes
Austin,TX,United States,Food,89528,"Whole Foods Market Brand 365, Llc",601 N Lamar Blvd Ste 300,Whole Foods Market Vanilla Short Bread Cookies packaged in clear plastic container with a white scale label applied PLU 66705,Undeclared egg
Streamwood,IL,United States,Food,89269,Fresh Express Inc (Div of Chiquita Brands),1109 E Lake St,"""American"" (salad product) packed in 11oz. and 24oz. packages",potential to be contaminated with Listeria monocytogenes
Monterey,CA,United States,Food,89284,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Dole 2lb Chopped Romaine  Product UPC 071430009512  Marketside 9oz Chopped Romaine Mix  Product UPC 681131221412,Potential Listeria monocytogenes
Monterey,CA,United States,Food,89381,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Dole 13 oz Asian Island Crunch / Croustillante Des Iles Asiatiques  UPC: 0-71430-01721-0  SKU: 930,Harvest equipment used in harvesting raw iceberg lettuce was tested by  Dole and found to contain Listeria monocytogenes.
Monterey,CA,United States,Food,89381,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Little Salad Bar 10 oz Caesar Salad Kit  UPC: 4099100 087000  SKU: 3214,Harvest equipment used in harvesting raw iceberg lettuce was tested by  Dole and found to contain Listeria monocytogenes.
Verona,VA,United States,Food,89628,Flow Beverages Inc.,33 Lakeview Ct,Flow Alkaline Spring Water - Organic lemon & ginger flavored water. 500 ml 12 units per case . Tetra Pak paper carton.,"Flow Beverages Inc., 33 Lakeview CT., Verona, VA, 24482 is initiating a recall of  Flow Alkaline Spring Water - Organic lemon & ginger flavored water, 500 ml 12 units per case, Lots 2023AUG29 V5 and 2023AUG29 V5 because of four (4) customer complaints of alleged adverse reactions following the consumption of Flow organic lemon + ginger flavored water, 16.9 fl oz. (500 ml),"
Rancho Cordova,CA,United States,Food,89332,"Renaissance Food Group, LLC",11020 White Rock Rd Ste 100,"CHICKEN SALAD Croissant NET WT. 7.8OZ (221g) Perishable, Keep Refrigerated Ingredients: Chicken Salad***Savory Mayonnaise Base***Croissant***Lettuce. CONTIANS EGG, MILK, WHEAT, SOY, MAY CONTAIN TREE NUTS. Dist. By: Renaissance Food Group, LLC 4322 Moreland Ave. Conley, GA 30288 UPC 8 26766 15578 1",The firm discovered that some of their Chicken Salad Croissants contained Tuna Salad. Fish is not declared on the label.
Monterey,CA,United States,Food,89284,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Kroger 8oz Field Greens  Product UPC 011110910424,Potential Listeria monocytogenes
Chicago,IL,United States,Food,89679,"Chicago Sweet Connections, Inc.",5569 W. Northwest Highway,Chicago Sweet Connections: Paczkis - Cheese Flavor packaged in a clear plastic clamshell  4 pack,"Undeclared Allergens - Egg, Milk, and Wheat"
Monterey,CA,United States,Food,89284,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Marketside 14.6oz Bacon Caesar Kit  Product UPC 681131387354,Potential Listeria monocytogenes
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,Adrenalyne Crimson Crush Fruit Punch 25oz jar,During an FDA investigation the firm was notified that the product contains undeclared shellfish.
Hillsboro,OR,United States,Food,89273,Beaverton Foods Inc,7100 Ne Century Blvd,"Beaver Brand Tartar Sauce with Fresh Capers and Dill, 11.5 oz. (326g) jar. UPC 0 71828 00211 8  The label is read in parts: ""***BEAVER*** Tartar SAUCE with fresh capers and dill *** INGREDIENTS: SOYBEAN OIL, WATER, CUCUMBERS, EGGS, WHITE DISTILLED VINEGAR, SALT, MUSTARD SEED, LEMON JUICE, HIGH FRUCTOSE CORN SYRUP, ONIONS, CORN SYRUP, SUGAR, XANTHAN GUM, SPICES, NATURAL FLAVORS, PRESERVATIVES ***GARLIC, MODIFIED CORN STARCH, DILL WEED, CITRIC ACID, CELERY, TURMERIC, CAPERS, PEPPERS, PARSLEY***Packed by Beaverton Foods Inc. ***"".",Undeclared soy in Tartar sauce.  Ingredients statement declares soybean oil.
Streamwood,IL,United States,Food,89269,Fresh Express Inc (Div of Chiquita Brands),1109 E Lake St,"""Leafy Romaine"" (salad product) packed in 9oz. and 10oz. packages",potential to be contaminated with Listeria monocytogenes
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,Vaxxen Labs Norexx Lean Mass Agent Capsules 90ct Bottle UPC CODE 0 612524 173315,During an FDA investigation the firm was notified that the product contains undeclared milk.
Monterey,CA,United States,Food,89381,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Kroger 24 oz Classic Garden   UPC: 0-11110-91037-0  SKU: 3009,Harvest equipment used in harvesting raw iceberg lettuce was tested by  Dole and found to contain Listeria monocytogenes.
Streamwood,IL,United States,Food,89269,Fresh Express Inc (Div of Chiquita Brands),1109 E Lake St,"""Chopped Sunflower Bacon"" (salad product) packed in 13.8oz. and 22.3oz. packages",potential to be contaminated with Listeria monocytogenes
Clare,MI,United States,Food,89424,Natural Way Cheese,6060 E Beaverton Rd,"Natural Way Cheese Ranch Cheese Curds, retail 12oz plastic bag UPC 8 10056 75014 5, 12 retail units per wholesale case","The milk used in the cheese curd had been stored in a holding tank in excess of 72 hours, therefore exceeding the required 72 hour tank cleaning interval."
Encinitas,CA,United States,Food,89145,"Slayer Forever, LLC dba BUBS Naturals",1026 N Coast Hwy,"BUBS Naturals Fountain of Youth Formula; Collagen Protein; Support for Hair, Skin & Nails; Biotin, Antioxidant, Vitamin C; Maqui Berry Net Wt. 10.16 oz. (288 g)",Supplement contains undeclared milk from MCT oil powder ingredient.
Monterey,CA,United States,Food,89381,Dole Fresh Vegetables Inc,2959 Salinas Hwy,HEB 12oz American Salad  UPC: 0-41220-35500-6  SKU: 3301,Harvest equipment used in harvesting raw iceberg lettuce was tested by  Dole and found to contain Listeria monocytogenes.
Chicago,IL,United States,Food,89679,"Chicago Sweet Connections, Inc.",5569 W. Northwest Highway,Chicago Sweet Connections: Paczkis - Prune Flavor packaged in a clear plastic clamshell  4 pack,"Undeclared Allergens - Egg, Milk, and Wheat"
Monterey,CA,United States,Food,89381,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Dole 12 oz  American / Melange Americain  UPC: 0-71430-00933-8  SKU: 687,Harvest equipment used in harvesting raw iceberg lettuce was tested by  Dole and found to contain Listeria monocytogenes.
La Mirada,CA,United States,Food,89538,la fiesta food products,14700 Alondra Blvd,"La Fiesta brand, Salted Plums with Chili Product. Product is packaged in cello bags, net wt. 1oz. UPC 0 32327 02829 0.  There are 8 dozens per case.  Product is labeled in parts: ""***SALADITOS CON CHILE *** SALTED PLUMS WITH CHILI ***PRODUCT OF CHINA***Distributed By: La Fiesta Food Products, Inc. San Jose, CA 95122***"".",elevated levels for lead.
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,Lifestyle Products Group Joint Support Plus Capsules 120ct UPC CODE 7 28614 78166 4,During an FDA investigation the firm was notified that the product contains undeclared shellfish.
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,"Mind Functions, Inc Brainology Capsules 132ct Bottle UPC CODE 6 31661 48705 5",During an FDA investigation the firm was notified that the product contains undeclared milk.
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,DRVN Nutraceuticals Inferno Peach White Cooler 16oz Jar UPC CODE,During an FDA investigation the firm was notified that the product contains undeclared milk.
Iron Ridge,WI,United States,Food,89683,"PS Seasoning & Spices, Inc.",216 W Pleasant St,"WAP Honey BBQ Seasoning    Net Wt 20.64 lbs. (9.36kg). Part #180002073.   Ingredients:  Raw Cane Sugar, Sea Salt, Dried Honey, Spices, Brown Sugar, Onion and Garlic Powder, Dried Molasses, Natural Flavors.",Undeclared wheat.
Monterey,CA,United States,Food,89381,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Little Salad Bar 9 oz Italian Salad  UPC: 4099100083194  SKU: 3215,Harvest equipment used in harvesting raw iceberg lettuce was tested by  Dole and found to contain Listeria monocytogenes.
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,Health Naturals/ Live Oak Nootropic Mind Capsules 90ct Bottle UPC CODE 7 48528 53969 4,During an FDA investigation the firm was notified that the product contains undeclared milk.
Richardson,TX,United States,Food,89557,Mohammad Mayha,1851 N Greenville Ave,"Helmi Honey VIP packaged in a gold paper box with black writing, 12 sachets per box UPC 3553314122014",Contains hidden drug ingredient
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,Rare Planet Health Ageless Tropical Island Tropical Island 19oz UPC CODE,During an FDA investigation the firm was notified that the product contains undeclared shellfish.
Iron Ridge,WI,United States,Food,89683,"PS Seasoning & Spices, Inc.",216 W Pleasant St,"Honey BBQ Snack Stick Seasoning packaged in the following sizes:   1.  765-A,   Net Wt 21 lbs. (9.52kg).    Part #020001203.   2.  765-B,   Net Wt 5.25 lbs. (2.38kg). Part #020001299.   3.  765-C,   Net Wt 2.63 lbs (1.19kg).  Part #020001513.   Ingredients:  Sugar, Salt, Dried Honey, Spices, Brown Sugar, Onion and Garlic Powder, Monosodium Glutamate, Natural Smoke Flavor, Dried Molasses, Natural Flavors, Caramel Color.",Undeclared wheat.
Monterey,CA,United States,Food,89284,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Dole 12.9oz Chipotle and Cheddar Chopped Kit  Product UPC 071430000311,Potential Listeria monocytogenes
Streamwood,IL,United States,Food,89269,Fresh Express Inc (Div of Chiquita Brands),1109 E Lake St,"""Organic Baby Arugula & Baby Spinach"" (salad product) packed in 5oz. packages",potential to be contaminated with Listeria monocytogenes
Streamwood,IL,United States,Food,89269,Fresh Express Inc (Div of Chiquita Brands),1109 E Lake St,"""Chopped Sweet Kale"" (salad product) packed in 10.9oz. packages",potential to be contaminated with Listeria monocytogenes
Chicago,IL,United States,Food,89679,"Chicago Sweet Connections, Inc.",5569 W. Northwest Highway,Chicago Sweet Connections: Paczkis - Raspberry Flavor packaged in a clear plastic clamshell  4 pack,"Undeclared Allergens - Egg, Milk, and Wheat"
Abbott Park,IL,United States,Food,89629,Abbott Laboratories,100 Abbott Park Rd Bldg Ap8b,Abbott Similac Sensitive Lactose Sensitivity 22oz. plastic jar.  6 jars per case.    Item numbers:  6499813    Retail UPCs:   055325001218,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced
Monterey,CA,United States,Food,89284,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Kroger 5oz Chopped Kale  Product UPC 011110221490,Potential Listeria monocytogenes
Milton Freewater,OR,United States,Food,89445,Walla Walla Cheese Company LLC,606 N Main St,Walla Walla Cheese Company AJ s Walla Walla Sweet Onion Mustard Cheddar Curds. Keep Refrigerated. Product is packaged in vacuum sealed zip lock bags.  Net wt. 10 oz.,Under pasteurization. Cheese product was made from one batch of milk that was under pasteurized.
Streamwood,IL,United States,Food,89269,Fresh Express Inc (Div of Chiquita Brands),1109 E Lake St,"""Caesar Lite"" (salad product) packed in 9.8oz. packages",potential to be contaminated with Listeria monocytogenes
Monterey,CA,United States,Food,89381,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Marketside 24 oz Classic Iceberg Salad  UPC: 6-81131-32895-1  SKU: 3193,Harvest equipment used in harvesting raw iceberg lettuce was tested by  Dole and found to contain Listeria monocytogenes.
Streamwood,IL,United States,Food,89269,Fresh Express Inc (Div of Chiquita Brands),1109 E Lake St,"""Cranberry Walnut Bowl"" (salad product) packed in 4.5oz. packages",potential to be contaminated with Listeria monocytogenes
Monterey,CA,United States,Food,89284,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Dole 12oz Premium Sweet Kale Kit  Product UPC 071430000809  Little Salad Bar 12oz Chopped Sweet Kale Kit  Product UPC 4099100083552,Potential Listeria monocytogenes
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,Black Magic  Brain Waves AUS Capsules 120ct Bottle UPC CODE 0 74647 77431 6,During an FDA investigation the firm was notified that the product contains undeclared milk.
Monterey,CA,United States,Food,89381,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Marketside 12 oz Crisp Greens   UPC: 6-81131-35503-2  SKU: 3265,Harvest equipment used in harvesting raw iceberg lettuce was tested by  Dole and found to contain Listeria monocytogenes.
Abbott Park,IL,United States,Food,89629,Abbott Laboratories,100 Abbott Park Rd Bldg Ap8b,Abbott EleCare Jr Amino Acid-Based Nutrition Powder Unflavored 14.1oz. can.  6 cans per case.     Item numbers:  55253    Retail UPCs:   070074552545  70074552545,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced
Abbott Park,IL,United States,Food,89629,Abbott Laboratories,100 Abbott Park Rd Bldg Ap8b,Abbott Similac Alimentum Toddler Drink 12.1oz. can.  6 cans per case.    Item numbers:  68398    Retail UPCs:   070074683997,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced
Streamwood,IL,United States,Food,89269,Fresh Express Inc (Div of Chiquita Brands),1109 E Lake St,"""Caesar"" (salad product) packed in 9.8oz., 10.5oz., 11.3oz., 14.5oz., 19.5oz., and 22.3oz. packages",potential to be contaminated with Listeria monocytogenes
Streamwood,IL,United States,Food,89269,Fresh Express Inc (Div of Chiquita Brands),1109 E Lake St,"""Santa Fe Bowl"" (salad product) packed in 5.23oz. and 5.7oz. packages",potential to be contaminated with Listeria monocytogenes
Leavenworth,WA,United States,Food,89251,"Bosket Bread Company, LLC",10171 Chumstick Hwy,"Ciabatta Loaves, Bosket Bread brand.  The Net weight of the products range from 1-1.5 lbs. No UPC.    Product is packaged in food grade plastic bag with the black Bosket Bread logo sticker on the front,  but without the ingredients statement affixed on a package.","Undeclared Wheat, Milk, Egg, Soy, or Sesame on retail packaged bread products due to no ingredient statements."
Chicago,IL,United States,Food,89679,"Chicago Sweet Connections, Inc.",5569 W. Northwest Highway,Chicago Sweet Connections: Paczkis - Strawberry Flavor packaged in a clear plastic clamshell  4 pack,"Undeclared Allergens - Egg, Milk, and Wheat"
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,Vyce World Nutrition Bed Burn Capsules 60ct Bottle NO UPC CODE,During an FDA investigation the firm was notified that the product contains undeclared milk.
Monterey,CA,United States,Food,89381,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Dole 8oz Shredded Lettuce   UPC: 0-71430-01065-5  SKU: 2029,Harvest equipment used in harvesting raw iceberg lettuce was tested by  Dole and found to contain Listeria monocytogenes.
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,UXO Supplements Ghillie Peach Mango 19oz Jar UPC CODE 6 37230 58495 8,During an FDA investigation the firm was notified that the product contains undeclared milk.
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,Premier Dynamic Nutrition Kinetic Greens Green Lemonade 25oz Jar UPC CODE,During an FDA investigation the firm was notified that the product contains undeclared milk.
Monterey,CA,United States,Food,89284,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Marketside 16oz Tri-Color Coleslaw  Product UPC 681131387484,Potential Listeria monocytogenes
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,"Vital Force PUREISO 100% WHEY PROTEIN ISOLATE MILK CHOCOLATE COCOA NET WEIGHT: 1161 (1122.0 (40.95 OZ) Ingredients: Whey Protein Isolate, Coconut***StevioBliss Manufactured For Vital Force Rx 1580 Montgomery Hwy #14 Hoover, AL 35216 UPC 8 60006 41006 3",During an FDA investigation the firm was notified that the product contains undeclared milk.
Millersburg,OH,United States,Food,89752,Stutzman Farms,6197 Township Road 605,Stutzman Farms Organic Whole Einkorn Flour sold in bulk and 25lb bags,Undeclared Allergen - Wheat
Little Rock,AR,United States,Food,89593,"J & M Foods, Inc.",9100 Frazier Pike,Favorite Day Carrot cake soft bake cookies Net Wt 8 oz. (227g) UPC 0 885239 25803 3 packaged in gable top carton 6 units per case,"Pecans  although listed in the Ingredient Statement, was omitted from the CONTAINS statement."
Chicago,IL,United States,Food,89679,"Chicago Sweet Connections, Inc.",5569 W. Northwest Highway,Chicago Sweet Connections: Paczkis - Pineapple Flavor packaged in a clear plastic clamshell  4 pack,"Undeclared Allergens - Egg, Milk, and Wheat"
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,Fit Farm USA Z-Burn Sleep Smart Capsules 60ct Bottle UPC CODE,During an FDA investigation the firm was notified that the product contains undeclared milk.
Monterey,CA,United States,Food,89284,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Dole 8.3oz Spinach Miso Crunch Kit  Product UPC 071430010532,Potential Listeria monocytogenes
Streamwood,IL,United States,Food,89269,Fresh Express Inc (Div of Chiquita Brands),1109 E Lake St,"""Chopped Kit Poppyseed"" (salad product) packed in 11.7oz. packages",potential to be contaminated with Listeria monocytogenes
Watsonville,CA,United States,Food,89578,Driscoll's Inc.,345 Westridge Dr,"Driscoll's Conventional Strawberries (Fresh) packed in 8x16oz clamshell and 4X32oz clamshell;  8 clamshells per case, 4 clamshells per case, respectively.   Harvest date: Jan-17-2022, Jan-18-2022, Jan-19-2022.",Driscoll s identified specific lots of strawberries  exceeding the United States Maximum Residual Limit (MRL) for the pesticide Etoxazole. Analytical results included residue level between 1.20 to 1.28 ppm
Streamwood,IL,United States,Food,89269,Fresh Express Inc (Div of Chiquita Brands),1109 E Lake St,"""Kale Caesar"" (salad product) packed in 8.5oz. packages",potential to be contaminated with Listeria monocytogenes
Fredericksburg,VA,United States,Food,89213,"Lidl US Operations, LLC",6120 Smith Station Rd,Vemondo Vegan Caramel & Pannacotta Non-Dairy Dessert Cones. 4-3.7 fl oz (110 mL) UPC 4 056489 468653,Undeclared milk allergen
Monterey,CA,United States,Food,89284,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Dole 11.3oz Chop Avocado Ranch Kit  Product UPC 01430000915 and 071430000915  Little Salad Bar 11.5oz Chopped Avocado Ranch Kit  Product UPC 4099100219555  Marketside 12.3oz Chopped Avocado Ranch Kit  Product UPC 681131305136,Potential Listeria monocytogenes
Monterey,CA,United States,Food,89284,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Kroger 4.5oz Shredded Green Leaf  Product UPC 011110061065,Potential Listeria monocytogenes
Abbott Park,IL,United States,Food,89629,Abbott Laboratories,100 Abbott Park Rd Bldg Ap8b,Abbott Similac Organic with A2 Milk Infant Formula with Iron 8oz. and 7oz. can. 6 cans per case.  20.6oz. plastic jar. 4 jars per case.     Item numbers:  67904  68016  68099    Retail UPCs:   070074677545  070074680170  070074681009,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced
Monterey,CA,United States,Food,89381,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Marketside 12oz Crisp Greens  UPC: 6-81131-35503-2  SKU: 3265,Harvest equipment used in harvesting raw iceberg lettuce was tested by  Dole and found to contain Listeria monocytogenes.
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,Muscle Rage King Test Capsules 300ct Bottle UPC CODE 5 06055 94301 42,During an FDA investigation the firm was notified that the product contains undeclared milk.
Streamwood,IL,United States,Food,89269,Fresh Express Inc (Div of Chiquita Brands),1109 E Lake St,"""Organic Half & Half"" (salad product) packed in 5oz. and 16oz. packages",potential to be contaminated with Listeria monocytogenes
Roseburg,OR,United States,Food,89271,Local Fixe LLC,2141 Ne Airport Rd Ste 2,"Classic Lasagna Pasta sheets sold frozen and wrapped in brown freezer paper.  The weight per package is 1 lb/453.6 grams.  The label is read in parts: ""***Classic Lasagna sheets *** Ingredients: Flour, Semolina, Egg, water ***www.localfixe.com***"".",Flour is declared but Wheat is not declared on label.
Streamwood,IL,United States,Food,89269,Fresh Express Inc (Div of Chiquita Brands),1109 E Lake St,"""Garden"" (salad product) packed in 12oz., 24oz., and 3lb. packages",potential to be contaminated with Listeria monocytogenes
Abbott Park,IL,United States,Food,89629,Abbott Laboratories,100 Abbott Park Rd Bldg Ap8b,Abbott Similac Pro-Sensitive Infant Formula with Iron 20.1oz. and 22.5oz. plastic jar. 4 jars per case; 34oz. plastic jar. 6 jars per case; 7oz. can. 6 cans per case.     Item numbers:  66084  66657  67923  68090    Retail UPCs:   070074660820  070074666587  070074679242  070074680910,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced
Streamwood,IL,United States,Food,89269,Fresh Express Inc (Div of Chiquita Brands),1109 E Lake St,"""Avocado Ranch"" (salad product) packed in 9.7oz. and 12.8oz. packages",potential to be contaminated with Listeria monocytogenes
Mobile,AL,United States,Food,89724,Tony's Tejas Salsa,10 Springdale Blvd,Port City Soups  Thai Green Curry  32oz glass mason jar  sold by individual unit,Production Process not approved for acidified foods.
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,"ANTLS Supps Turmeric	Capsules	120ct	UPC CODE	""862995000454 862995000454",During an FDA investigation the firm was notified that the product contains undeclared shellfish.
